,Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto&Apple_Carplay,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
638,Maruti Suzuki,Xl6,"Rs. 10,41,189",1462 cc,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1700 mm,4445 mm,1775 mm,MPV,5,19.01 km/litre,1180 kg,5,NA,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,NA,NA,185/65 R15,185/65 R15,Electric Power,All Windows,NA,Smart Key,104PS@6000rpm,138Nm@4400rpm,Digital,"Analog, Digital","Analog, Digital",2,6,Fabric,Manual,2740 mm,Yes,2,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,209 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.2 meter,Yes,Driver & Front Passenger,NA,Fully automatic climate control,Yes,NA,Yes,NA,Yes,Normal,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Yes,All Rows,1730 kg,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,NA,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
639,Maruti Suzuki,Xl6,"Rs. 10,94,689",1462 cc,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1700 mm,4445 mm,1775 mm,MPV,5,17.01 km/litre,1180 kg,5,NA,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,NA,NA,185/65 R15,185/65 R15,Electric Power,All Windows,NA,Smart Key,104PS@6000rpm,138Nm@4400rpm,Digital,"Analog, Digital","Analog, Digital",2,6,Fabric,Automatic,2740 mm,Yes,2,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,209 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.2 meter,Yes,Driver & Front Passenger,NA,Fully automatic climate control,Yes,Yes,Yes,NA,Yes,Normal,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Yes,All Rows,1730 kg,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,NA,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,NA,NA,NA,NA,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
640,Maruti Suzuki,Xl6,"Rs. 11,51,189",1462 cc,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1700 mm,4445 mm,1775 mm,MPV,5,17.01 km/litre,1180 kg,5,NA,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,NA,NA,185/65 R15,185/65 R15,Electric Power,All Windows,NA,Smart Key,104PS@6000rpm,138Nm@4400rpm,Digital,"Analog, Digital","Analog, Digital",2,6,Fabric,Automatic,2740 mm,Yes,2,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,209 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.2 meter,Yes,Driver & Front Passenger,NA,Fully automatic climate control,Yes,Yes,Yes,NA,Yes,Normal,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Yes,All Rows,1730 kg,Yes,Yes,Yes,Yes,2,Rake,Rear sensors with camera,NA,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,NA,NA,NA,NA,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
641,Fiat,Abarth Avventura,"Rs. 9,89,219",1368 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Petrol,1542 mm,3983 mm,1706 mm,Crossover,5,17.1 km/litre,NA,5,205 mm,Ventilated Disc,Drum,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",NA,NA,205/55 R16,205/55 R16,Electric Power,All Windows,NA,Remote,143PS@5500RPM,210Nm@2000-4000RPM,Digital,Analog,Digital,Yes,5,Leather,Manual,2510 mm,Yes,NA,NA,Yes,NA,Yes,Manual,NA,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,All Rows,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors,Yes,Yes,NA,NA,Multifunction Steering Wheel,NA,NA,NA,NA,NA,NA,Cup Holders,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
642,Mahindra,Tuv300 Plus,"Rs. 9,92,748",2179 cc,3,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1812 mm,4400 mm,1835 mm,SUV,5,18.49 km/litre,NA,5,NA,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,NA,NA,215/70R15,215/70R15,Electric Power,All Windows,NA,Remote,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Analog,Yes,9,Leather,Manual,2680 mm,NA,2,CD Player with USB & Aux-in,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,384 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Manual,Digital,Manual,Analog + Digital,5.35 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Front Row,2410 kg,Yes,Yes,Yes,NA,2,Rake,Yes,NA,NA,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,Mahindra,Tuv300 Plus,"Rs. 10,29,650",2179 cc,3,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1812 mm,4400 mm,1835 mm,SUV,5,18.49 km/litre,NA,5,NA,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,NA,NA,215/70R15,215/70R15,Electric Power,All Windows,NA,Remote,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Analog,Yes,9,Leather,Manual,2680 mm,NA,2,CD Player with USB & Aux-in,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,384 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Manual,Digital,Manual,Analog + Digital,5.35 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Front Row,2410 kg,Yes,Yes,Yes,NA,2,Rake,Yes,NA,NA,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,Mahindra,Tuv300 Plus,"Rs. 11,42,157",2179 cc,3,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1812 mm,4400 mm,1835 mm,SUV,5,18.49 km/litre,NA,5,NA,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,NA,NA,215/70R15,215/70R15,Electric Power,All Windows,NA,Remote,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Analog,Yes,9,Leather,Manual,2680 mm,NA,2,CD Player with USB & Aux-in,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,384 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Manual,Digital,Manual,Analog + Digital,5.35 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Front Row,2410 kg,Yes,Yes,Yes,NA,2,Rake,Yes,NA,NA,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,Mahindra,Marazzo,"Rs. 9,99,900",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,17.3 km/litre,NA,6,NA,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,NA,NA,215 65 R16,215 65 R16,Electric Power,All Windows,NA,NA,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Analog,Yes,7,Fabric,Manual,2760 mm,NA,Yes,Not on offer,NA,"2 years /1,00,000 Kms (years/distance whichever comes first)",NA,Internal,NA,NA,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,NA,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,NA,Yes,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,2,Rake,NA,Yes,NA,NA,NA,NA,NA,NA,Manual Adjustment,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,Mahindra,Marazzo,"Rs. 11,56,471",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,17.3 km/litre,NA,6,NA,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,NA,NA,215 65 R16,215 65 R16,Electric Power,All Windows,NA,NA,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Analog,Yes,7,Fabric,Manual,2760 mm,NA,Yes,USB & Aux-in,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,NA,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.25 meter,NA,NA,Yes,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,Mahindra,Marazzo,"Rs. 13,08,592",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,17.3 km/litre,NA,6,NA,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,NA,NA,215 65 R16,215 65 R16,Electric Power,All Windows,NA,Remote,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Analog,Yes,7,Fabric,Manual,2760 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,NA,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,Co-Driver Only,Yes,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,Mahindra,Marazzo,"Rs. 14,68,440",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,17.3 km/litre,NA,6,NA,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,NA,NA,215/60 R17,215/60 R17,Electric Power,All Windows,NA,Remote,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,"Analog, Digital",Analog,Yes,7,Leather,Manual,2760 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,NA,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,Co-Driver Only,Yes,Fully automatic climate control,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
649,Mahindra,Marazzo,"Rs. 9,99,900",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,17.3 km/litre,NA,6,NA,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,NA,NA,215 65 R16,215 65 R16,Electric Power,All Windows,NA,NA,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Analog,Yes,8,Fabric,Manual,2760 mm,NA,Yes,Not on offer,NA,"2 years /1,00,000 Kms (years/distance whichever comes first)",NA,Internal,NA,NA,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,NA,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,NA,Yes,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,2,Rake,NA,Yes,NA,NA,NA,NA,NA,NA,Manual Adjustment,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,Mahindra,Marazzo,"Rs. 11,64,569",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,17.3 km/litre,NA,6,NA,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,NA,NA,215 65 R16,215 65 R16,Electric Power,All Windows,NA,NA,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Analog,Yes,8,Fabric,Manual,2760 mm,NA,Yes,USB & Aux-in,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,NA,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.25 meter,NA,NA,Yes,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,Mahindra,Marazzo,"Rs. 13,16,690",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,17.3 km/litre,NA,6,NA,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,NA,NA,215 65 R16,215 65 R16,Electric Power,All Windows,NA,Remote,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Analog,Yes,8,Fabric,Manual,2760 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,NA,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,Co-Driver Only,Yes,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,Mahindra,Marazzo,"Rs. 14,76,538",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,17.3 km/litre,NA,6,NA,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,NA,NA,215/60 R17,215/60 R17,Electric Power,All Windows,NA,Remote,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,"Analog, Digital",Analog,Yes,8,Leather,Manual,2760 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,NA,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,Yes,Yes,NA,Cup Holders,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
653,Mahindra,Scorpio,"Rs. 9,99,994",2523 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1930 mm,4456 mm,1820 mm,SUV,5,15.4 km/litre,NA,5,NA,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,NA,NA,P215/75R15,P215/75R15,Hydraulic Power,All Windows,NA,NA,75PS@3200rpm,200Nm@1400-2200rpm,Digital,Analog,Analog,Yes,9,Vinyl,Manual,2680 mm,NA,Yes,Not on offer,NA,2 years /75000 Kms (years/distance whichever comes first),NA,Manual,NA,NA,Yes,NA,Digital,Yes,Front,Yes,NA,With Remote,Digital,Manual,Analog + Digital,5.4 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,2510 kg,Yes,NA,Yes,NA,NA,Rake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Cup Holders,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,Mahindra,Scorpio,"Rs. 12,36,258",2179 cc,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,80 litres,Diesel,1874 mm,5118 mm,1850 mm,SUV,5,10.22 km/litre,1865 kg,5,210 mm,Solid Disc,Drum,Double wish-bone with torsion bar,Semi-elliptical leaf spring with double acting hydraulic shock absorber and stab bar,1450 mm,1450 mm,245/75R16,245/75R16,Electric Power,All Windows,NA,Remote,121PS@4000rpm,280Nm@1800-2800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,3040 mm,Yes,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,460 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,Internal,Analog,Manual,Analog + Digital,5.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2610 kg,Yes,Yes,NA,NA,NA,"Rake, Reach",Rear sensors with camera,NA,Yes,NA,NA,Yes,NA,NA,Manual Adjustment,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
655,Mahindra,Scorpio,"Rs. 11,23,158",2179 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,80 litres,Diesel,1874 mm,5118 mm,1850 mm,SUV,5,13.5 km/litre,2510 kg,5,210 mm,Solid Disc,Drum,Double wish-bone with torsion bar,Semi-elliptical leaf spring with double acting hydraulic shock absorber and stab bar,1450 mm,1450 mm,245/75R16,245/75R16,Electric Power,All Windows,NA,Remote,121PS@4000rpm,280Nm@1800-2800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,3040 mm,Yes,NA,Not on offer,Yes,NA,Yes,Internal,460 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Internal,Analog,Manual,Analog,5.7 meter,Yes,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2650 kg,NA,Yes,Yes,NA,NA,Rake,Rear sensors with camera,NA,Yes,NA,NA,Yes,NA,NA,Manual Adjustment,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
656,Mahindra,Scorpio,"Rs. 12,20,030",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,15.4 km/litre,NA,5,NA,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,NA,NA,P235/65R17,P235/65R17,Hydraulic Power,All Windows,NA,NA,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Analog,Yes,9,Fabric,Manual,2680 mm,NA,Yes,Not on offer,NA,2 years /75000 Kms (years/distance whichever comes first),NA,Manual,NA,NA,Yes,NA,Digital,Yes,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,5.4 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2510 kg,Yes,NA,Yes,NA,2,Rake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Cup Holders,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,Mahindra,Scorpio,"Rs. 13,30,006",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,15.4 km/litre,NA,5,NA,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,NA,NA,P235/65R17,P235/65R17,Hydraulic Power,All Windows,NA,NA,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Analog,Yes,9,Fabric,Manual,2680 mm,NA,Yes,Not on offer,NA,2 years /75000 Kms (years/distance whichever comes first),NA,Manual,NA,NA,Yes,NA,Digital,Yes,Front,Yes,NA,With Remote,Digital,Manual,Analog + Digital,5.4 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2510 kg,Yes,NA,Yes,NA,2,Rake,NA,NA,NA,NA,NA,NA,NA,NA,Manual Adjustment,NA,Yes,NA,Cup Holders,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,Mahindra,Scorpio,"Rs. 13,60,668",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,15.4 km/litre,NA,5,NA,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,NA,NA,P235/65R17,P235/65R17,Hydraulic Power,All Windows,NA,NA,140PS@3750rpm,320Nm@1500-2800rpm,Digital,Analog,Analog,Yes,9,Fabric,Manual,2680 mm,NA,Yes,Not on offer,NA,2 years /75000 Kms (years/distance whichever comes first),NA,Manual,NA,NA,Yes,NA,Digital,Yes,Front,Yes,NA,With Remote,Digital,Manual,Analog + Digital,5.4 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2510 kg,Yes,NA,Yes,NA,2,Rake,NA,NA,NA,NA,NA,NA,NA,NA,Manual Adjustment,NA,Yes,NA,Cup Holders,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
