,Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto&Apple_Carplay,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
22,Renault,Kwid,"Rs. 4,62,190",999 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,23.01 km/litre,669 kg,5,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,NA,NA,165/70 R14,165/70 R14,Electric Power,All Windows,NA,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,NA,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,Front Row,NA,Yes,Yes,Yes,Yes,2,NA,Rear sensors with camera,NA,Yes,NA,Touch Sensitive,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
23,Renault,Kwid,"Rs. 4,92,190",999 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,24.04 km/litre,669 kg,NA,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,NA,NA,165/70 R14,165/70 R14,Electric Power,All Windows,NA,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5,Fabric,Automatic,2422 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,NA,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,Front Row,NA,Yes,Yes,Yes,Yes,2,NA,Rear sensors with camera,NA,Yes,NA,Touch Sensitive,NA,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Maruti Suzuki,Eeco,"Rs. 3,52,136",1196 cc,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,15 km/litre,920 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,NA,NA,NA,NA,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,NA,NA,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,400 litres,NA,NA,Yes,NA,Not on offer,NA,Yes,NA,Manual,Digital,Manual,Analog + Digital,4.5 meter,Yes,Driver & Front Passenger,NA,NA,Yes,NA,NA,NA,NA,Normal,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,1510 kg,NA,Yes,NA,NA,1,Rake,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Maruti Suzuki,Eeco,"Rs. 3,80,573",1196 cc,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,15 km/litre,940 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,NA,NA,NA,NA,74PS@6000RPM,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,7,Fabric,Manual,2350 mm,NA,NA,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,250 litres,NA,NA,Yes,NA,Not on offer,NA,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,NA,Yes,NA,NA,NA,NA,Normal,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,1540 kg,NA,Yes,NA,NA,1,Rake,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Maruti Suzuki,Eeco,"Rs. 3,92,967",1196 cc,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,15 km/litre,928 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,NA,NA,NA,NA,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,NA,NA,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,400 litres,NA,NA,Yes,NA,Not on offer,NA,Yes,NA,Manual,Digital,Manual,Analog + Digital,4.5 meter,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510 kg,NA,NA,NA,NA,NA,Rake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Maruti Suzuki,Eeco,"Rs. 4,66,057",1196 cc,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,CNG,1800 mm,3675 mm,1475 mm,MPV,5,NA,1050 kg,5,160 mm,Ventilated Disc,Drum,McPherson Strut,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,NA,NA,NA,NA,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,NA,NA,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,400 litres,NA,NA,Yes,NA,Not on offer,NA,Yes,NA,Manual,Digital,Manual,Analog + Digital,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,Normal,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,1510 kg,NA,Yes,NA,NA,1,Rake,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Maruti Suzuki,Eeco,"Rs. 4,25,255",1196 cc,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,CNG,1800 mm,3675 mm,1475 mm,MPV,5,NA,1030 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,NA,NA,NA,NA,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,NA,NA,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,400 litres,NA,NA,Yes,NA,Not on offer,NA,Yes,NA,Manual,Digital,Manual,Analog + Digital,4.5 meter,NA,Driver & Front Passenger,Not Applicable,Heater,Yes,NA,NA,NA,NA,Normal,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,1510 kg,NA,Yes,NA,NA,1,Rake,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Maruti Suzuki,Alto K10,"Rs. 3,77,588",998 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,24.07 km/litre,745 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,NA,NA,NA,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,NA,NA,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,177 litres,NA,NA,Yes,NA,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,1210 kg,NA,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Maruti Suzuki,Alto K10,"Rs. 3,94,036",998 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,24.07 km/litre,750 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,NA,NA,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2360 mm,NA,Yes,CD/MP3 Player,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,177 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,1210 kg,NA,Yes,Yes,Yes,1,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Maruti Suzuki,Alto K10,"Rs. 3,60,843",998 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,24.07 km/litre,740 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,NA,NA,NA,NA,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,NA,NA,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,177 litres,NA,NA,Yes,NA,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,1210 kg,NA,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Maruti Suzuki,Alto K10,"Rs. 4,07,238",998 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1460 mm,3620 mm,1475 mm,Hatchback,5,24.07 km/litre,755 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,NA,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2360 mm,NA,Yes,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,177 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1210 kg,NA,NA,Yes,NA,1,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Maruti Suzuki,Alto K10,"Rs. 4,39,777",998 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,CNG,1475 mm,3545 mm,1490 mm,Hatchback,5,NA,740 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,NA,NA,NA,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,NA,NA,Not on offer,NA,NA,NA,Internal,177 litres,NA,NA,Yes,NA,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1210 kg,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Maruti Suzuki,Alto K10,"Rs. 4,38,559",998 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,24.07 km/litre,755 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,NA,NA,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2360 mm,NA,Yes,CD Player with USB & Aux-in,NA,NA,NA,Internal,177 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1210 kg,NA,NA,Yes,NA,1,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Datsun,Go,"Rs. 3,74,990",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,NA,Only Front Windows,NA,NA,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450 mm,NA,Yes,Not on offer,NA,2 years / Unlimited Kms,NA,"Internal, With Remote",265 litres,NA,Yes,Yes,NA,Not on offer,NA,Yes,NA,"With Remote, Internal",Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Heater,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,All Rows,NA,NA,Yes,Yes,Yes,2,NA,Rear sensors,NA,NA,NA,NA,NA,Yes,Yes,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Datsun,Go,"Rs. 4,68,229",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,NA,NA,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,NA,Yes,USB & Aux-in,Yes,2 years / Unlimited Kms,NA,Internal,265 litres,NA,Yes,Yes,Digital,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,Yes,2,NA,Rear sensors,NA,Yes,NA,NA,NA,Yes,Yes,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Datsun,Go,"Rs. 5,02,492",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,NA,NA,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,NA,Yes,USB & Aux-in,Yes,2 years / Unlimited Kms,NA,"Internal, With Remote",265 litres,NA,Yes,Yes,Digital,Front,Front,Yes,NA,"With Remote, Internal",Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,NA,2,NA,Rear sensors,NA,Yes,NA,NA,NA,Yes,Yes,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Datsun,Go,"Rs. 4,99,990",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,NA,NA,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450 mm,NA,Yes,Not on offer,NA,2 years / Unlimited Kms,NA,Internal,265 litres,NA,Yes,Yes,NA,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,Yes,2,NA,Rear sensors,NA,NA,NA,NA,NA,Yes,Yes,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Datsun,Go,"Rs. 4,69,990",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,Only Front Windows,NA,NA,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450 mm,NA,Yes,Not on offer,NA,2 years / Unlimited Kms,NA,Internal,265 litres,NA,Yes,Yes,NA,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,Yes,2,NA,Rear sensors,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Datsun,Go,"Rs. 5,28,464",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,NA,NA,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,NA,Yes,USB & Aux-in,Yes,2 years / Unlimited Kms,NA,Internal,265 litres,NA,Yes,Yes,Digital,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,Yes,2,NA,Rear sensors,NA,Yes,NA,NA,NA,Yes,Yes,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Datsun,Go,"Rs. 5,53,015",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,NA,NA,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,NA,Yes,USB & Aux-in,Yes,2 years / Unlimited Kms,NA,"Internal, With Remote",265 litres,NA,Yes,Yes,Digital,Front,Front,Yes,NA,"With Remote, Internal",Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,NA,2,NA,Rear sensors,NA,Yes,NA,NA,NA,Yes,Yes,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Datsun,Go,"Rs. 5,94,464",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,NA,NA,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,NA,Yes,USB & Aux-in,Yes,2 years / Unlimited Kms,NA,Internal,265 litres,NA,Yes,Yes,Digital,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,Yes,2,NA,Rear sensors,NA,Yes,NA,NA,NA,Yes,Yes,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Datsun,Go,"Rs. 6,18,015",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,NA,NA,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,NA,Yes,USB & Aux-in,Yes,2 years / Unlimited Kms,NA,"Internal, With Remote",265 litres,NA,Yes,Yes,Digital,Front,Front,Yes,NA,"Internal, With Remote",Digital,Manual,Analog + Digital,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,NA,2,NA,Rear sensors,NA,Yes,Yes,Touch Sensitive,NA,Yes,Yes,Manual Adjustment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
